,phrase,funny count,percent funny
4224,does not need,38,0.6909090909090909
4225,it was a,931,0.6906528189910979
4226,need to know,49,0.6901408450704225
4227,link is a,40,0.6896551724137931
4228,in my life,91,0.6893939393939394
4229,that is not,317,0.6891304347826087
4230,to each other,84,0.6885245901639344
4231,think of the,42,0.6885245901639344
4232,think about it,53,0.6883116883116883
4233,if it is,231,0.6875
4234,the back of,233,0.6873156342182891
4235,all the other,46,0.6865671641791045
4236,thought he was,46,0.6865671641791045
4237,not want to,533,0.6850899742930592
4238,they have a,124,0.6850828729281768
4239,so there is,50,0.684931506849315
4240,because i was,50,0.684931506849315
4241,did not go,50,0.684931506849315
4242,to see how,80,0.6837606837606838
4243,it is been,175,0.68359375
4244,what you are,82,0.6833333333333333
4245,all of them,82,0.6833333333333333
4246,in the car,110,0.6832298136645962
4247,out of her,56,0.6829268292682927
4248,was in a,101,0.6824324324324325
4249,but i think,133,0.6820512820512821
4250,think it is,300,0.6818181818181818
4251,the most popular,75,0.6818181818181818
4252,really need to,45,0.6818181818181818
4253,he has to,62,0.6813186813186813
4254,not have to,295,0.6812933025404158
4255,if it was,113,0.6807228915662651
4256,trying to figure,49,0.6805555555555556
4257,the woman who,49,0.6805555555555556
4258,for the rest,134,0.6802030456852792
4259,a man who,157,0.6796536796536796
4260,he was a,322,0.679324894514768
4261,not allowed to,72,0.6792452830188679
4262,and if it,36,0.6792452830188679
4263,on the internet,184,0.6789667896678967
4264,want to go,95,0.6785714285714286
4265,no one knows,38,0.6785714285714286
4266,is not really,38,0.6785714285714286
4267,told him he,38,0.6785714285714286
4268,there is a,1130,0.6782713085234093
4269,that i was,78,0.6782608695652174
4270,of all the,139,0.6780487804878049
4271,at the bottom,80,0.6779661016949152
4272,it is almost,40,0.6779661016949152
4273,i have seen,82,0.6776859504132231
4274,as fast as,42,0.6774193548387096
4275,got out of,42,0.6774193548387096
4276,you can see,65,0.6770833333333334
4277,a good time,65,0.6770833333333334
4278,to look like,44,0.676923076923077
4279,new year is,98,0.6758620689655173
4280,it on the,77,0.6754385964912281
4281,he does not,243,0.675
4282,are the only,56,0.6746987951807228
4283,are a lot,85,0.6746031746031746
4284,they are a,66,0.673469387755102
4285,has a lot,35,0.6730769230769231
4286,does not have,216,0.6728971962616822
4287,come back to,37,0.6727272727272727
4288,to the moon,39,0.6724137931034483
4289,and then the,39,0.6724137931034483
4290,it was really,39,0.6724137931034483
4291,and make it,39,0.6724137931034483
4292,to see a,119,0.672316384180791
4293,i can say,41,0.6721311475409836
4294,and when i,41,0.6721311475409836
4295,you can get,86,0.671875
4296,even if you,43,0.671875
4297,the roof of,43,0.671875
4298,it is about,92,0.6715328467153284
4299,a problem with,49,0.6712328767123288
4300,if they had,57,0.6705882352941176
4301,was the best,61,0.6703296703296703
4302,a pair of,193,0.6701388888888888
4303,to pick up,144,0.6697674418604651
4304,them in the,83,0.6693548387096774
4305,trying to get,140,0.6666666666666666
4306,there is an,92,0.6666666666666666
4307,he said i,92,0.6666666666666666
4308,with all the,76,0.6666666666666666
4309,man in the,66,0.6666666666666666
4310,i can do,58,0.6666666666666666
4311,there should be,56,0.6666666666666666
4312,they had a,56,0.6666666666666666
4313,back from the,48,0.6666666666666666
4314,coming out of,44,0.6666666666666666
4315,can make a,42,0.6666666666666666
4316,now there is,36,0.6666666666666666
4317,the internet is,36,0.6666666666666666
4318,sitting in the,36,0.6666666666666666
4319,do in the,36,0.6666666666666666
4320,that i am,61,0.6630434782608695
4321,did not make,57,0.6627906976744186
4322,asked if he,55,0.6626506024096386
4323,if there was,55,0.6626506024096386
4324,if there is,159,0.6625
4325,to do to,49,0.6621621621621622
4326,it turned out,45,0.6617647058823529
4327,the one that,43,0.6615384615384615
4328,there was a,424,0.6614664586583463
4329,because there are,41,0.6612903225806451
4330,we all know,41,0.6612903225806451
4331,that will not,39,0.6610169491525424
4332,want to talk,37,0.6607142857142857
4333,was not going,37,0.6607142857142857
4334,out for a,37,0.6607142857142857
4335,it is easy,37,0.6607142857142857
4336,go into the,37,0.6607142857142857
4337,is the biggest,68,0.6601941747572816
4338,to make a,426,0.6594427244582043
4339,go back to,89,0.6592592592592592
4340,and she is,58,0.6590909090909091
4341,they would be,108,0.6585365853658537
4342,she did not,187,0.6584507042253521
4343,for a week,52,0.6582278481012658
4344,it was too,75,0.6578947368421053
4345,was the last,48,0.6575342465753424
4346,in the face,188,0.6573426573426573
4347,he is in,69,0.6571428571428571
4348,up in a,90,0.656934306569343
4349,believe it is,42,0.65625
4350,because he has,40,0.6557377049180327
4351,that was a,76,0.6551724137931034
4352,killed by a,38,0.6551724137931034
4353,to go home,38,0.6551724137931034
4354,on the top,36,0.6545454545454545
4355,a good idea,53,0.654320987654321
4356,she was not,83,0.6535433070866141
4357,did not want,212,0.6523076923076923
4358,can not say,43,0.6515151515151515
4359,it takes a,43,0.6515151515151515
4360,thought it would,43,0.6515151515151515
4361,thing to do,56,0.6511627906976745
4362,want to see,97,0.6510067114093959
4363,on the job,54,0.6506024096385542
4364,to the hospital,67,0.6504854368932039
4365,is a big,117,0.65
4366,to do it,154,0.6497890295358649
4367,up to a,141,0.6497695852534562
4368,is a great,135,0.6490384615384616
4369,that does not,168,0.6486486486486487
4370,it is worth,35,0.6481481481481481
4371,to have it,35,0.6481481481481481
4372,wanted to make,46,0.647887323943662
4373,not have enough,44,0.6470588235294118
4374,to give a,44,0.6470588235294118
4375,is not a,447,0.6468885672937771
4376,are on the,97,0.6466666666666666
4377,to get it,73,0.6460176991150443
4378,him in the,104,0.6459627329192547
4379,it is hard,155,0.6458333333333334
4380,that is the,324,0.6454183266932271
4381,want to make,80,0.6451612903225806
4382,to make an,60,0.6451612903225806
4383,at the other,40,0.6451612903225806
4384,trying to find,49,0.6447368421052632
4385,the side of,74,0.6434782608695652
4386,it is time,110,0.6432748538011696
4387,would be a,324,0.6428571428571429
4388,waiting for the,45,0.6428571428571429
4389,times a day,36,0.6428571428571429
4390,is only a,36,0.6428571428571429
4391,trying to make,61,0.6421052631578947
4392,are not the,43,0.6417910447761194
4393,then it is,43,0.6417910447761194
4394,can not afford,82,0.640625
4395,lives in the,41,0.640625
4396,the middle of,231,0.6398891966759003
4397,was about to,55,0.6395348837209303
4398,the ones who,39,0.639344262295082
4399,pick up the,39,0.639344262295082
4400,will always be,39,0.639344262295082
4401,did not do,60,0.6382978723404256
4402,out of this,37,0.6379310344827587
4403,that is an,37,0.6379310344827587
4404,he will not,81,0.6377952755905512
4405,for people who,81,0.6377952755905512
4406,to listen to,58,0.6373626373626373
4407,be a good,58,0.6373626373626373
4408,to know what,49,0.6363636363636364
4409,they are still,49,0.6363636363636364
4410,middle of a,42,0.6363636363636364
4411,are the most,42,0.6363636363636364
4412,that i had,42,0.6363636363636364
4413,i grew up,35,0.6363636363636364
4414,going to get,110,0.6358381502890174
4415,is the same,82,0.6356589147286822
4416,to have a,387,0.6354679802955665
4417,it with a,61,0.6354166666666666
4418,should be a,54,0.6352941176470588
4419,need to get,54,0.6352941176470588
4420,have to go,94,0.6351351351351351
4421,his wife is,47,0.6351351351351351
4422,to put it,40,0.6349206349206349
4423,and all the,45,0.6338028169014085
4424,to ask for,38,0.6333333333333333
4425,be in a,43,0.6323529411764706
4426,the sound of,60,0.631578947368421
4427,might be a,60,0.631578947368421
4428,should not have,65,0.6310679611650486
4429,says it is,82,0.6307692307692307
4430,to take it,41,0.6307692307692307
4431,i think they,70,0.6306306306306306
4432,she is the,46,0.6301369863013698
4433,to put a,46,0.6301369863013698
4434,is a good,177,0.6298932384341637
4435,he is still,51,0.6296296296296297
4436,did not have,277,0.6295454545454545
4437,do not think,384,0.6295081967213115
4438,on the back,90,0.6293706293706294
4439,he has a,100,0.6289308176100629
4440,it is a,1308,0.628543969245555
4441,in the middle,324,0.627906976744186
4442,i have done,54,0.627906976744186
4443,it is in,106,0.6272189349112426
4444,just have to,42,0.6268656716417911
4445,to change the,89,0.6267605633802817
4446,have a lot,89,0.6267605633802817
4447,was a good,52,0.6265060240963856
4448,are looking for,77,0.6260162601626016
4449,the only one,97,0.6258064516129033
4450,they have to,95,0.625
4451,it can not,60,0.625
4452,not seem to,55,0.625
4453,of a car,35,0.625
4454,it is not,949,0.6243421052631579
4455,he is going,78,0.624
4456,it will not,124,0.6231155778894473
4457,on the market,76,0.6229508196721312
4458,in touch with,38,0.6229508196721312
4459,he is not,198,0.6226415094339622
4460,the only way,94,0.6225165562913907
4461,and i would,46,0.6216216216216216
4462,people in the,210,0.621301775147929
4463,one of those,180,0.6206896551724138
4464,rest of us,36,0.6206896551724138
4465,say it is,85,0.6204379562043796
4466,on top of,112,0.6187845303867403
4467,we do not,467,0.6185430463576159
4468,to the right,47,0.618421052631579
4469,there is always,37,0.6166666666666667
4470,is a small,37,0.6166666666666667
4471,is hard to,125,0.6157635467980296
4472,did not know,232,0.6153846153846154
4473,out of his,80,0.6153846153846154
4474,out of the,838,0.6152716593245228
4475,i think it,228,0.6145552560646901
4476,is kind of,51,0.6144578313253012
4477,to find out,132,0.6139534883720931
4478,a group of,326,0.6139359698681732
4479,he had to,71,0.6120689655172413
4480,was a great,41,0.6119402985074627
4481,but i am,41,0.6119402985074627
4482,if it were,52,0.611764705882353
4483,it was an,88,0.6111111111111112
4484,are supposed to,58,0.6105263157894737
4485,if they have,47,0.6103896103896104
4486,because they were,72,0.6101694915254238
4487,most likely to,36,0.6101694915254238
4488,they could not,78,0.609375
4489,it is the,471,0.6093143596377749
4490,i think he,67,0.6090909090909091
4491,had no idea,42,0.6086956521739131
4492,running for president,45,0.6081081081081081
4493,that no one,45,0.6081081081081081
4494,that i would,48,0.6075949367088608
4495,they will not,85,0.6071428571428571
4496,she will be,37,0.6065573770491803
4497,is good for,37,0.6065573770491803
4498,other side of,37,0.6065573770491803
4499,have the same,37,0.6065573770491803
4500,have to pay,57,0.6063829787234043
4501,had a good,40,0.6060606060606061
4502,for a while,78,0.6046511627906976
4503,think it was,52,0.6046511627906976
4504,is starting to,35,0.603448275862069
4505,he will be,146,0.6033057851239669
4506,had to do,41,0.6029411764705882
4507,he was just,44,0.6027397260273972
4508,middle of the,100,0.6024096385542169
4509,a heart attack,53,0.6022727272727273
4510,died in a,53,0.6022727272727273
4511,have to get,62,0.6019417475728155
4512,it was in,65,0.6018518518518519
4513,to do is,74,0.6016260162601627
4514,but it is,487,0.6012345679012345
4515,for the job,45,0.6
4516,but it will,39,0.6
4517,that is what,199,0.5993975903614458
4518,was trying to,115,0.5989583333333334
4519,there is nothing,115,0.5989583333333334
4520,im not going,52,0.5977011494252874
4521,it is no,49,0.5975609756097561
4522,that you can,77,0.5968992248062015
4523,to go out,68,0.5964912280701754
4524,the same as,65,0.5963302752293578
4525,all the way,87,0.5958904109589042
4526,of them are,56,0.5957446808510638
4527,the body of,47,0.5949367088607594
4528,down in the,44,0.5945945945945946
4529,that if you,63,0.5943396226415094
4530,of the week,41,0.5942028985507246
4531,to watch the,54,0.5934065934065934
4532,and i am,67,0.5929203539823009
4533,to be a,727,0.5915378356387306
4534,he is been,68,0.591304347826087
4535,talk about it,39,0.5909090909090909
4536,son of a,39,0.5909090909090909
4537,not be a,62,0.5904761904761905
4538,does not mean,82,0.5899280575539568
4539,the bottom of,122,0.5893719806763285
4540,to be an,119,0.5891089108910891
4541,he went to,50,0.5882352941176471
4542,to think that,40,0.5882352941176471
4543,one in the,40,0.5882352941176471
4544,will have a,107,0.5879120879120879
4545,who is a,77,0.5877862595419847
4546,are in the,124,0.5876777251184834
4547,no matter what,47,0.5875
4548,of the night,54,0.5869565217391305
4549,lot of money,51,0.5862068965517241
4550,it is still,82,0.5857142857142857
4551,in the world,595,0.5856299212598425
4552,to take a,195,0.5855855855855856
4553,for all the,62,0.5849056603773585
4554,is in the,204,0.5845272206303725
4555,go out and,45,0.5844155844155844
4556,if he is,63,0.5833333333333334
4557,to do a,53,0.5824175824175825
4558,to become a,92,0.5822784810126582
4559,going to go,46,0.5822784810126582
4560,who is not,39,0.582089552238806
4561,was the most,50,0.5813953488372093
4562,but it was,183,0.580952380952381
4563,it is good,36,0.5806451612903226
4564,off in the,36,0.5806451612903226
4565,not be the,40,0.5797101449275363
4566,at the airport,51,0.5795454545454546
4567,it did not,159,0.5781818181818181
4568,in the head,52,0.5777777777777777
4569,in the street,41,0.5774647887323944
4570,they are not,211,0.5765027322404371
4571,there is not,87,0.5761589403973509
4572,it would be,438,0.5755584756898817
4573,the same way,80,0.5755395683453237
4574,up at the,58,0.5742574257425742
4575,it to the,97,0.5739644970414202
4576,it is to,60,0.5714285714285714
4577,instead of the,40,0.5714285714285714
4578,across the street,40,0.5714285714285714
4579,a good thing,61,0.5700934579439252
4580,a new study,37,0.5692307692307692
4581,as good as,37,0.5692307692307692
4582,to figure out,87,0.5686274509803921
4583,the key to,42,0.5675675675675675
4584,but he is,85,0.5666666666666667
4585,end of a,60,0.5660377358490566
4586,have to wait,40,0.5633802816901409
4587,is going to,494,0.5626423690205011
4588,on the front,45,0.5625
4589,going to take,45,0.5625
4590,to know that,36,0.5625
4591,is on the,122,0.5622119815668203
4592,there is no,587,0.5611854684512428
4593,on the other,153,0.5604395604395604
4594,was on the,89,0.559748427672956
4595,a police officer,66,0.559322033898305
4596,i think we,106,0.5578947368421052
4597,want to do,59,0.5566037735849056
4598,they are going,82,0.5540540540540541
4599,for me to,67,0.5537190082644629
4600,in the room,47,0.5529411764705883
4601,is not as,42,0.5526315789473685
4602,of it is,42,0.5526315789473685
4603,they are in,53,0.5520833333333334
4604,to go back,48,0.5517241379310345
4605,can not be,194,0.5511363636363636
4606,but that is,97,0.5511363636363636
4607,to come out,38,0.5507246376811594
4608,on the way,82,0.5503355704697986
4609,is not the,222,0.5495049504950495
4610,he did not,390,0.5492957746478874
4611,to tell the,39,0.5492957746478874
4612,not think it,56,0.5490196078431373
4613,is just the,40,0.547945205479452
4614,to look at,92,0.5476190476190477
4615,if they are,104,0.5473684210526316
4616,was not a,108,0.5454545454545454
4617,is not going,72,0.5454545454545454
4618,we had to,54,0.5454545454545454
4619,think that is,54,0.5454545454545454
4620,this is not,172,0.5443037974683544
4621,for the last,86,0.5443037974683544
4622,the way to,82,0.543046357615894
4623,and have a,38,0.5428571428571428
4624,he is the,89,0.5426829268292683
4625,for a second,51,0.5425531914893617
4626,people who are,84,0.5419354838709678
4627,did not think,59,0.5412844036697247
4628,the most common,46,0.5411764705882353
4629,going to have,114,0.5402843601895735
4630,have had a,61,0.5398230088495575
4631,who had a,48,0.5393258426966292
4632,of the day,111,0.5388349514563107
4633,it has not,56,0.5384615384615384
4634,will have the,35,0.5384615384615384
4635,some sort of,35,0.5384615384615384
4636,to see if,101,0.5372340425531915
4637,they did not,159,0.5335570469798657
4638,he wants to,80,0.5333333333333333
4639,the rest of,361,0.532448377581121
4640,it was like,50,0.5319148936170213
4641,to work on,42,0.5316455696202531
4642,way to the,51,0.53125
4643,to get into,70,0.5303030303030303
4644,up in the,158,0.5302013422818792
4645,he was in,79,0.5302013422818792
4646,to do the,62,0.5299145299145299
4647,if they were,46,0.5287356321839081
4648,it is going,111,0.5285714285714286
4649,the whole thing,37,0.5285714285714286
4650,to have to,66,0.528
4651,he would have,68,0.5271317829457365
4652,in the air,98,0.5268817204301075
4653,and they will,40,0.5263157894736842
4654,was charged with,71,0.5259259259259259
4655,that was not,51,0.5257731958762887
4656,come up with,82,0.5256410256410257
4657,and they are,96,0.5245901639344263
4658,and if you,44,0.5238095238095238
4659,of a man,45,0.5232558139534884
4660,a lot of,862,0.5227410551849606
4661,not have the,120,0.5217391304347826
4662,have to do,72,0.5217391304347826
4663,are talking about,38,0.5205479452054794
4664,is all about,51,0.5204081632653061
4665,all over the,104,0.52
4666,to see what,52,0.52
4667,side of the,143,0.5181159420289855
4668,they have not,44,0.5176470588235295
4669,in the end,105,0.5172413793103449
4670,to use the,90,0.5172413793103449
4671,he tried to,46,0.5168539325842697
4672,it has a,46,0.5168539325842697
4673,they wanted to,36,0.5142857142857142
4674,a lot more,74,0.5138888888888888
4675,was in the,152,0.5135135135135135
4676,to go through,38,0.5135135135135135
4677,supposed to be,78,0.5131578947368421
4678,there is something,41,0.5125
4679,in the other,42,0.5121951219512195
4680,not in the,46,0.5111111111111111
4681,going to do,71,0.5107913669064749
4682,is been a,49,0.5104166666666666
4683,to live in,54,0.5094339622641509
4684,and he is,86,0.5088757396449705
4685,turned out to,62,0.5081967213114754
4686,there are no,94,0.5081081081081081
4687,of the time,63,0.5080645161290323
4688,in the water,35,0.5072463768115942
4689,they had to,35,0.5072463768115942
4690,on its own,35,0.5072463768115942
4691,to have an,36,0.5070422535211268
4692,are going to,361,0.5070224719101124
4693,going to be,363,0.5069832402234636
4694,up and down,39,0.5064935064935064
4695,have to make,41,0.5061728395061729
4696,that she is,42,0.5060240963855421
4697,on the table,44,0.5057471264367817
4698,at some point,46,0.5054945054945055
4699,down on the,48,0.5052631578947369
4700,but they are,68,0.5037037037037037
4701,all of the,170,0.5029585798816568
4702,out to be,91,0.5027624309392266
4703,it as a,74,0.5
4704,what they are,44,0.5
4705,live in the,43,0.5
4706,as long as,144,0.4982698961937716
4707,i think the,116,0.4978540772532189
4708,he said it,68,0.49635036496350365
4709,but there is,105,0.49528301886792453
4710,it might be,46,0.4946236559139785
4711,would not have,88,0.4943820224719101
4712,they would have,41,0.4939759036144578
4713,to find a,112,0.4933920704845815
4714,on the right,36,0.4931506849315068
4715,have to be,161,0.4923547400611621
4716,was at the,51,0.49038461538461536
4717,not going to,201,0.4902439024390244
4718,a bit of,94,0.4895833333333333
4719,bit of a,47,0.4895833333333333
4720,can be a,45,0.4891304347826087
4721,more of a,44,0.4888888888888889
4722,next to the,44,0.4888888888888889
4723,to build a,85,0.4885057471264368
4724,is supposed to,40,0.4878048780487805
4725,it was only,39,0.4875
4726,up on the,58,0.48739495798319327
4727,he would be,77,0.4873417721518987
4728,the super bowl,37,0.4868421052631579
4729,the people who,72,0.4864864864864865
4730,the world to,36,0.4864864864864865
4731,whether or not,53,0.48623853211009177
4732,up with the,71,0.48299319727891155
4733,nothing to do,42,0.4827586206896552
4734,but he was,54,0.48214285714285715
4735,a year and,38,0.4810126582278481
4736,is at the,38,0.4810126582278481
4737,take care of,36,0.48
4738,it is an,118,0.4796747967479675
4739,to do with,139,0.4793103448275862
4740,the first place,42,0.4772727272727273
4741,that would be,93,0.47692307692307695
4742,out of their,49,0.47572815533980584
4743,they would not,49,0.47572815533980584
4744,up to the,126,0.47547169811320755
4745,not be able,57,0.475
4746,to get the,128,0.4740740740740741
4747,would have a,36,0.47368421052631576
4748,back in the,81,0.47093023255813954
4749,to the ground,40,0.47058823529411764
4750,we had a,39,0.46987951807228917
4751,it was not,252,0.4692737430167598
4752,for the world,38,0.4691358024691358
4753,would be the,90,0.46875
4754,as soon as,108,0.4675324675324675
4755,he has not,43,0.4673913043478261
4756,the meaning of,43,0.4673913043478261
4757,on the first,62,0.46616541353383456
4758,in his own,40,0.46511627906976744
4759,you look at,38,0.4634146341463415
4760,we have a,106,0.462882096069869
4761,bottom of the,62,0.4626865671641791
4762,for a year,37,0.4625
4763,the next day,65,0.46099290780141844
4764,have been a,94,0.46078431372549017
4765,did not say,47,0.46078431372549017
4766,a long time,82,0.4606741573033708
4767,is the first,125,0.45955882352941174
4768,to see the,99,0.4583333333333333
4769,the same time,199,0.45642201834862384
4770,for the next,68,0.4563758389261745
4771,to find the,46,0.45544554455445546
4772,for a few,51,0.45535714285714285
4773,like to see,35,0.45454545454545453
4774,it should be,48,0.4528301886792453
4775,to put the,42,0.45161290322580644
4776,up for the,37,0.45121951219512196
4777,it is more,35,0.44871794871794873
4778,the capital of,38,0.4470588235294118
4779,should have been,54,0.4462809917355372
4780,we can not,99,0.44594594594594594
4781,when it comes,82,0.44565217391304346
4782,he had no,49,0.44545454545454544
4783,of people who,48,0.4444444444444444
4784,front of the,71,0.44375
4785,this is a,252,0.44366197183098594
4786,is trying to,98,0.4434389140271493
4787,to do something,39,0.4431818181818182
4788,be on the,53,0.44166666666666665
4789,a couple of,147,0.44011976047904194
4790,and this is,51,0.4396551724137931
4791,is now a,36,0.43902439024390244
4792,it is very,85,0.4381443298969072
4793,people who have,48,0.43636363636363634
4794,at the same,210,0.43478260869565216
4795,a list of,60,0.43478260869565216
4796,it will be,176,0.4345679012345679
4797,it comes to,76,0.4342857142857143
4798,this is the,158,0.4340659340659341
4799,of the way,39,0.43333333333333335
4800,have got to,58,0.43283582089552236
4801,and that is,143,0.43202416918429004
4802,look at the,82,0.43157894736842106
4803,that he is,97,0.4311111111111111
4804,to talk about,77,0.42777777777777776
4805,was supposed to,40,0.425531914893617
4806,that they are,96,0.4247787610619469
4807,when she was,48,0.4247787610619469
4808,the story of,48,0.4247787610619469
4809,and there was,36,0.4235294117647059
4810,a few days,49,0.4224137931034483
4811,will have to,124,0.4217687074829932
4812,in the house,68,0.41975308641975306
4813,it would have,47,0.41964285714285715
4814,with a new,38,0.4175824175824176
4815,on how to,48,0.41739130434782606
4816,the other hand,48,0.41739130434782606
4817,when it was,40,0.4166666666666667
4818,at the end,250,0.415973377703827
4819,more than one,47,0.415929203539823
4820,that there are,49,0.4152542372881356
4821,to leave the,51,0.4146341463414634
4822,when he was,155,0.41333333333333333
4823,the top of,90,0.41284403669724773
4824,so it is,56,0.4117647058823529
4825,seems to be,56,0.4117647058823529
4826,being able to,42,0.4117647058823529
4827,and it is,207,0.4107142857142857
4828,we did not,57,0.41007194244604317
4829,be in the,65,0.4088050314465409
4830,be the first,56,0.40875912408759124
4831,would have been,115,0.4078014184397163
4832,to pay for,62,0.40522875816993464
4833,a little bit,85,0.4028436018957346
4834,to be on,43,0.40186915887850466
4835,on the same,61,0.40131578947368424
4836,he was the,40,0.4
4837,found in the,38,0.4
4838,been trying to,36,0.4
4839,not the only,36,0.4
4840,to be the,169,0.39858490566037735
4841,in charge of,56,0.3971631205673759
4842,we have not,38,0.3958333333333333
4843,that it is,177,0.3950892857142857
4844,she said she,67,0.3941176470588235
4845,will not be,169,0.3939393939393939
4846,and in the,88,0.39285714285714285
4847,part of a,158,0.3920595533498759
4848,and it was,87,0.3918918918918919
4849,to do that,37,0.3894736842105263
4850,out on the,35,0.3888888888888889
4851,is not an,43,0.38738738738738737
4852,lot of people,60,0.3870967741935484
4853,it would not,51,0.38636363636363635
4854,would have to,95,0.3861788617886179
4855,is that it,36,0.3829787234042553
4856,said she was,65,0.38235294117647056
4857,on the ground,77,0.3811881188118812
4858,who did not,44,0.3793103448275862
4859,and there is,69,0.3791208791208791
4860,but in the,47,0.3790322580645161
4861,had to be,51,0.37777777777777777
4862,should not be,83,0.37727272727272726
4863,we are in,35,0.3763440860215054
4864,day of the,41,0.3761467889908257
4865,there would be,47,0.376
4866,i think that,65,0.37572254335260113
4867,and one of,45,0.375
4868,it was the,172,0.3747276688453159
4869,rest of the,121,0.3746130030959752
4870,not to be,43,0.3739130434782609
4871,the amount of,66,0.3728813559322034
4872,could be a,38,0.37254901960784315
4873,the most important,51,0.3722627737226277
4874,as it is,39,0.37142857142857144
4875,will be the,92,0.36947791164658633
4876,say they are,35,0.3684210526315789
4877,have not been,60,0.36809815950920244
4878,at the top,53,0.3680555555555556
4879,he was not,105,0.36585365853658536
4880,that there is,79,0.3640552995391705
4881,need to be,71,0.3622448979591837
4882,said it is,84,0.3620689655172414
4883,and did not,48,0.3609022556390977
4884,and on the,37,0.3592233009708738
4885,has to be,49,0.35766423357664234
4886,a few years,45,0.35714285714285715
4887,a sense of,35,0.35714285714285715
4888,would not be,107,0.3566666666666667
4889,men and women,53,0.35570469798657717
4890,the first time,301,0.35537190082644626
4891,they want to,68,0.3541666666666667
4892,will be a,93,0.35361216730038025
4893,and a half,64,0.35359116022099446
4894,we are not,92,0.3524904214559387
4895,will be in,37,0.3523809523809524
4896,out in the,57,0.35185185185185186
4897,to be in,92,0.3511450381679389
4898,are trying to,68,0.35051546391752575
4899,away from the,68,0.3487179487179487
4900,a way to,61,0.3485714285714286
4901,to be more,39,0.3482142857142857
4902,we need to,99,0.3473684210526316
4903,to join the,37,0.34579439252336447
4904,are not going,38,0.34545454545454546
4905,to make it,79,0.34497816593886466
4906,the size of,61,0.3446327683615819
4907,they will be,53,0.3419354838709677
4908,that was the,35,0.33980582524271846
4909,was born in,35,0.33980582524271846
4910,to take the,65,0.3385416666666667
4911,by the time,46,0.3357664233576642
4912,be able to,237,0.3356940509915014
4913,for a new,48,0.3356643356643357
4914,as much as,95,0.3333333333333333
4915,to keep the,51,0.3333333333333333
4916,in the day,36,0.3333333333333333
4917,was the first,74,0.33035714285714285
4918,we are going,81,0.32926829268292684
4919,the fact that,121,0.32791327913279134
4920,in a row,58,0.327683615819209
4921,to make sure,76,0.3261802575107296
4922,at a time,71,0.32272727272727275
4923,that will be,40,0.32
4924,could have been,36,0.3185840707964602
4925,to say that,45,0.3146853146853147
4926,of the house,42,0.31343283582089554
4927,top of the,55,0.3125
4928,it could be,43,0.3115942028985507
4929,on the road,41,0.3082706766917293
4930,he would not,44,0.3076923076923077
4931,one of his,44,0.3076923076923077
4932,at least one,56,0.30601092896174864
4933,the middle east,74,0.30578512396694213
4934,and i think,47,0.3051948051948052
4935,they were not,37,0.30327868852459017
4936,he said he,114,0.3007915567282322
4937,and he was,36,0.3
4938,of the best,35,0.29914529914529914
4939,there will be,75,0.2964426877470356
4940,is to be,36,0.29508196721311475
4941,the end of,341,0.29472774416594644
4942,said it was,127,0.29330254041570436
4943,back to the,77,0.29056603773584905
4944,they have been,43,0.2905405405405405
4945,may not be,44,0.2894736842105263
4946,the heart of,44,0.2875816993464052
4947,in the future,48,0.2807017543859649
4948,in the same,82,0.27986348122866894
4949,we have been,38,0.2773722627737226
4950,that we are,40,0.2702702702702703
4951,is that the,41,0.26973684210526316
4952,we have got,42,0.267515923566879
4953,the world is,196,0.2673942701227831
4954,end of the,161,0.26611570247933886
4955,is also a,39,0.2653061224489796
4956,for the first,175,0.26395173453996984
4957,the ability to,36,0.26277372262773724
4958,to deal with,48,0.25
4959,more likely to,35,0.25
4960,the kind of,42,0.24705882352941178
4961,we have to,56,0.24669603524229075
4962,due to the,38,0.24516129032258063
4963,is a very,37,0.24503311258278146
4964,because of the,98,0.24378109452736318
4965,to make the,58,0.24267782426778242
4966,the world cup,38,0.24050632911392406
4967,of the world,122,0.23689320388349513
4968,to be able,35,0.23333333333333334
4969,there was no,77,0.2298507462686567
4970,the age of,35,0.22012578616352202
4971,in order to,59,0.21532846715328466
4972,that it was,53,0.2145748987854251
4973,will be able,35,0.20348837209302326
4974,and we are,36,0.1935483870967742
4975,has not been,39,0.19306930693069307
4976,in the uk,35,0.18617021276595744
4977,of the united,42,0.18421052631578946
4978,part of the,134,0.17493472584856398
4979,of the new,44,0.17054263565891473
4980,in the us,72,0.1702127659574468
4981,the white house,74,0.16972477064220184
4982,is one of,74,0.1662921348314607
4983,a member of,44,0.16176470588235295
4984,said he was,60,0.16172506738544473
4985,that he was,46,0.15916955017301038
4986,the number of,89,0.15808170515097691
4987,most of the,67,0.1572769953051643
4988,of the year,78,0.1550695825049702
4989,by the end,35,0.14227642276422764
4990,president of the,41,0.1357615894039735
4991,in the s,54,0.13202933985330073
4992,one of the,257,0.131525076765609
4993,more than a,38,0.09895833333333333
4994,in the first,65,0.09774436090225563
4995,some of the,61,0.09228441754916793
4996,in new york,48,0.08648648648648649
4997,the united states,114,0.06382978723404255
4998,in the united,35,0.0625
4999,according to the,38,0.052269601100412656
